file	merge	types	tokens	TTR	H	Hcross	R
fra-x-bible-perret.txt.clean.txt	0	69	113343	0.0006087716047748869	4.835936138044709	8.844990945820332	0.2083299048301861
fra-x-bible-perret.txt.clean.txt	1000	1017	37729	0.026955392403721277	8.757000558334523	11.019063975014262	0.12343248979031007
fra-x-bible-perret.txt.clean.txt	2000	1857	31973	0.05808025521533794	9.08837521800534	12.076036078916989	0.16303732578227437
fra-x-bible-perret.txt.clean.txt	3000	2630	29374	0.08953496289235378	9.176072703019884	12.751509756599097	0.19230734864851295
fra-x-bible-perret.txt.clean.txt	4000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	5000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	6000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	7000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	8000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	9000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
fra-x-bible-perret.txt.clean.txt	10000	2983	28278	0.10548836551382701	9.169869790025878	12.998800462834694	0.20555932870141713
