file	merge_min	min_redundancy	merge_max	max_redundancy	initial_redundancy	final_redundancy
aey-x-bible.txt.clean.txt.measures.txt	1000.0	0.11210983639175731	0.0	0.22383187223568113	0.22383187223568113	0.19066711477139664
amp-x-bible.txt.clean.txt.measures.txt	1000.0	0.0943813761172353	0.0	0.21141428667925255	0.21141428667925255	0.1620377277231232
ape-x-bible.txt.clean.txt.measures.txt	1000.0	0.11844383216151189	0.0	0.2300049591339104	0.2300049591339104	0.21853209608164526
apu-x-bible.txt.clean.txt.measures.txt	1000.0	0.10015779083371501	0.0	0.2173469406051014	0.2173469406051014	0.1624896561324043
arn-x-bible.txt.clean.txt.measures.txt	1000.0	0.1474120473449526	4000.0	0.23823395505852707	0.1494553387078874	0.23823395505852707
arz-x-bible.txt.clean.txt.measures.txt	1000.0	0.07691771012310666	0.0	0.16968166797431172	0.16968166797431172	0.096136864342246
bsn-x-bible.txt.clean.txt.measures.txt	1000.0	0.12402531780416715	5000.0	0.22755661443760367	0.2142362735133757	0.22755661443760367
cha-x-bible-2003.txt.clean.txt.measures.txt	1000.0	0.14025934913089388	4000.0	0.22802035358114825	0.16986744941085175	0.22802035358114825
deu-x-bible-neue.txt.clean.txt.measures.txt	1000.0	0.1063997325131214	0.0	0.18532921252135304	0.18532921252135304	0.18046378777644556
dgz-x-bible.txt.clean.txt.measures.txt	1000.0	0.11334632936761246	0.0	0.21804860585141395	0.21804860585141395	0.18374069616825572
ell-x-bible-modern2009.txt.clean.txt.measures.txt	1000.0	0.1250279557834525	4000.0	0.19312344871777176	0.16302482321035916	0.19312344871777176
eng-x-bible-kingjames.txt.clean.txt.measures.txt	0.0	0.14925237105154265	3000.0	0.23818662271018476	0.14925237105154265	0.23818662271018476
eus-x-bible-batua.txt.clean.txt.measures.txt	1000.0	0.08041457045616662	0.0	0.15149709843485926	0.15149709843485926	0.12720111312058047
fij-x-bible-1974.txt.clean.txt.measures.txt	0.0	0.1295064737414069	2000.0	0.30617317502931674	0.1295064737414069	0.30617317502931674
fin-x-bible-1992.txt.clean.txt.measures.txt	1000.0	0.07747756669800465	0.0	0.1741709033989457	0.1741709033989457	0.12099556446808535
fra-x-bible-perret.txt.clean.txt.measures.txt	1000.0	0.12343248979031007	0.0	0.2083299048301861	0.2083299048301861	0.20555932870141713
gug-x-bible.txt.clean.txt.measures.txt	1000.0	0.10216547164239254	0.0	0.22637901698847918	0.22637901698847918	0.17170904936339493
hae-x-bible.txt.clean.txt.measures.txt	1000.0	0.08674782626778821	0.0	0.1814145541833465	0.1814145541833465	0.1387106841115089
hau-x-bible.txt.clean.txt.measures.txt	1000.0	0.15652684663536898	3000.0	0.22381370085573404	0.1923612229980849	0.22381370085573404
hin-x-bible-bsi.txt.clean.txt.measures.txt	1000.0	0.13961263274418823	3000.0	0.21509123212279269	0.15853703145307874	0.21509123212279269
ind-x-bible-suciinjil.txt.clean.txt.measures.txt	1000.0	0.11123835483587874	4000.0	0.1929794208202007	0.16836198036576355	0.1929794208202007
jac-x-bible.txt.clean.txt.measures.txt	1000.0	0.14687263433156839	4000.0	0.24306443711190395	0.16286933797227798	0.24306443711190395
kal-x-bible.txt.clean.txt.measures.txt	5000.0	0.05812110472697929	0.0	0.26802054525366537	0.26802054525366537	0.0581279557790102
kat-x-bible.txt.clean.txt.measures.txt	1000.0	0.11506414102014173	0.0	0.19075681280714296	0.19075681280714296	0.17074133876859465
kew-x-bible.txt.clean.txt.measures.txt	1000.0	0.11241995470069688	0.0	0.2465657151403996	0.2465657151403996	0.18154415972136217
khk-x-bible.txt.clean.txt.measures.txt	1000.0	0.07705030504320665	0.0	0.1408524301251184	0.1408524301251184	0.12699967728713102
kor-x-bible-revised.txt.clean.txt.measures.txt	2000.0	0.08653694858207861	0.0	0.22090523742728252	0.22090523742728252	0.08825851253985673
laj-x-bible.txt.clean.txt.measures.txt	0.0	0.12980780327595853	3000.0	0.19590715789332047	0.12980780327595853	0.19590715789332047
mig-x-bible.txt.clean.txt.measures.txt	1000.0	0.1348811384523949	4000.0	0.2193837257326252	0.15525624096474577	0.2193837257326252
mya-x-bible-common.txt.clean.txt.measures.txt	1000.0	0.08375214731692593	0.0	0.2873455565130554	0.2873455565130554	0.11554485640824586
mzh-x-bible.txt.clean.txt.measures.txt	1000.0	0.15669734766987797	4000.0	0.24989887574269753	0.19015314606410616	0.24989887574269753
