file	merge	types	tokens	TTR	H	Hcross	R
yor-x-bible-2010.txt.clean.txt	0	70	91117	0.0007682430281945191	5.03731435732047	8.336961776621347	0.17815601867390496
yor-x-bible-2010.txt.clean.txt	50	120	62094	0.0019325538699391245	6.219448208071459	7.993075437248331	0.09952993724471959
yor-x-bible-2010.txt.clean.txt	100	169	53759	0.0031436596662884355	6.688049814852921	8.368829698760578	0.09631688065808464
yor-x-bible-2010.txt.clean.txt	150	216	48883	0.0044187140723769	6.967786380200012	8.707364008823548	0.10149742620300672
yor-x-bible-2010.txt.clean.txt	200	266	45672	0.005824137327027501	7.200860653109412	8.994265438208982	0.10606974854490192
yor-x-bible-2010.txt.clean.txt	250	315	43250	0.007283236994219653	7.366095365221989	9.253923223861403	0.11243393961182035
yor-x-bible-2010.txt.clean.txt	300	361	41408	0.008718122102009274	7.484045424581853	9.482063250554894	0.11909449950631257
yor-x-bible-2010.txt.clean.txt	350	407	39891	0.010202802637186334	7.591975601342555	9.697559463767448	0.12422697784989056
yor-x-bible-2010.txt.clean.txt	400	448	38632	0.011596603851729136	7.660314435578956	9.885480821181309	0.13023665977238408
yor-x-bible-2010.txt.clean.txt	450	493	37558	0.01312636455615315	7.731152874440506	10.040666008074284	0.13574407085306606
yor-x-bible-2010.txt.clean.txt	500	536	36680	0.014612868047982551	7.787830482705464	10.180022293170506	0.14099339647989562
yor-x-bible-2010.txt.clean.txt	550	577	35928	0.016059897572923625	7.8385389031470964	10.291104180176687	0.14542372825962668
yor-x-bible-2010.txt.clean.txt	600	622	35287	0.01762688808909797	7.880635006078399	10.434861381056198	0.15086416836825944
yor-x-bible-2010.txt.clean.txt	650	668	34734	0.019231876547475095	7.914292770890533	10.581669653558711	0.15659184004359783
yor-x-bible-2010.txt.clean.txt	700	708	34244	0.020675154771638827	7.931685873782385	10.708864594459687	0.1622289467147422
yor-x-bible-2010.txt.clean.txt	750	752	33808	0.022243256034074774	7.95570570995557	10.835856811519534	0.16734190937387416
yor-x-bible-2010.txt.clean.txt	800	796	33416	0.023820924108211634	7.97845271933624	10.949317733341971	0.17206978236679138
yor-x-bible-2010.txt.clean.txt	850	840	33066	0.02540373797858828	7.996372646242127	11.06862950245274	0.17684058615771125
yor-x-bible-2010.txt.clean.txt	900	878	32758	0.026802613102142988	8.007612618495884	11.166062143236475	0.1810646906938036
yor-x-bible-2010.txt.clean.txt	950	921	32458	0.028375130938443526	8.019230511005604	11.273763874693294	0.18562162997976894
yor-x-bible-2010.txt.clean.txt	1000	955	32196	0.02966206982233818	8.022434411269316	11.35939626480248	0.18960044841979207
yor-x-bible-2010.txt.clean.txt	1050	990	31946	0.030989795279534212	8.0279017105644	11.435424681033366	0.19327986883037895
yor-x-bible-2010.txt.clean.txt	1100	1030	31703	0.0324890388922184	8.035113732929624	11.520207030280037	0.1971653057293533
yor-x-bible-2010.txt.clean.txt	1150	1070	31503	0.033965019204520205	8.041249498652185	11.603302913635066	0.2009406931062684
yor-x-bible-2010.txt.clean.txt	1200	1112	31303	0.03552375171708782	8.047922545229445	11.682734689556543	0.20466751536647187
yor-x-bible-2010.txt.clean.txt	1250	1144	31103	0.036781017908240364	8.04711493789339	11.752156499573061	0.20795109788810928
yor-x-bible-2010.txt.clean.txt	1300	1185	30944	0.03829498448810755	8.053472975901482	11.828231710224081	0.21126900428511453
yor-x-bible-2010.txt.clean.txt	1350	1224	30794	0.039748002857699555	8.053099754956278	11.908957413657044	0.2148976056615335
yor-x-bible-2010.txt.clean.txt	1400	1263	30644	0.041215246051429316	8.054423760892735	11.98156100999756	0.2182174081345275
yor-x-bible-2010.txt.clean.txt	1450	1303	30494	0.042729717321440285	8.057547403478226	12.048976545273419	0.2213140473081303
