file	merge	types	tokens	TTR	H	Hcross	R
kal-x-bible.txt.clean.txt	0	49	119047	0.0004116021403311297	4.1098522502543275	9.777190069209944	0.26802054525366537
kal-x-bible.txt.clean.txt	50	99	73825	0.0013410091432441585	5.904124502086233	8.331755900540786	0.10939705910475928
kal-x-bible.txt.clean.txt	100	149	62282	0.0023923444976076554	6.59667943143873	8.378276912659636	0.08622725557092004
kal-x-bible.txt.clean.txt	150	198	56172	0.0035248878444776757	7.0387384882759205	8.561917464128967	0.07741388444855868
kal-x-bible.txt.clean.txt	200	248	52068	0.0047630022278558806	7.364209488467088	8.77383138961239	0.07417302753131216
kal-x-bible.txt.clean.txt	250	298	48966	0.006085855491565576	7.627370542025122	8.969944089509031	0.0720021711397838
kal-x-bible.txt.clean.txt	300	348	46571	0.007472461403019046	7.855493374487194	9.142831480758778	0.06957882895347756
kal-x-bible.txt.clean.txt	350	396	44614	0.00887613753530282	8.03777945828348	9.307497548102827	0.06855402874642968
kal-x-bible.txt.clean.txt	400	445	42949	0.010361125986635312	8.198868504622988	9.463322548261619	0.06806274820542868
kal-x-bible.txt.clean.txt	450	493	41485	0.011883813426539713	8.331666753157235	9.6089187420366	0.06861337396414768
kal-x-bible.txt.clean.txt	500	542	40225	0.013474207582349285	8.460522843289173	9.732319356845927	0.06844483560380243
kal-x-bible.txt.clean.txt	550	587	39095	0.015014707763141066	8.574729345783737	9.839982028416014	0.06768214429400599
kal-x-bible.txt.clean.txt	600	637	38073	0.01673101673101673	8.693273620006451	9.947351481329267	0.06675963043788413
kal-x-bible.txt.clean.txt	650	685	37160	0.01843379978471475	8.79763704244683	10.046966739376257	0.06606430639319716
kal-x-bible.txt.clean.txt	700	735	36341	0.020225090118598826	8.895132035681101	10.144104132357711	0.06579444369761889
kal-x-bible.txt.clean.txt	750	783	35584	0.02200427158273381	8.974971102637527	10.24175050896692	0.06635869354015167
kal-x-bible.txt.clean.txt	800	833	34881	0.02388119606662653	9.065929799786543	10.327707445931825	0.06557736150570626
kal-x-bible.txt.clean.txt	850	882	34239	0.025760098133707176	9.134517423816368	10.424609714203914	0.06644268610967363
kal-x-bible.txt.clean.txt	900	932	33642	0.0277034659057131	9.212155524039252	10.5043455191395	0.06610080254501116
kal-x-bible.txt.clean.txt	950	980	33092	0.029614408316209356	9.284832277261216	10.577629184663053	0.06559619719894738
kal-x-bible.txt.clean.txt	1000	1027	32565	0.03153692614770459	9.348785800006688	10.6505141110232	0.06551581590171851
kal-x-bible.txt.clean.txt	1050	1076	32065	0.03355683767347575	9.417063326154008	10.708039449342953	0.06497557284585809
kal-x-bible.txt.clean.txt	1100	1125	31612	0.035587751486777175	9.474264154424027	10.777320060689435	0.06525888943827385
kal-x-bible.txt.clean.txt	1150	1175	31167	0.037700131549395194	9.53362446781353	10.84023677565547	0.06518842538608771
kal-x-bible.txt.clean.txt	1200	1222	30767	0.039717879546267106	9.587162838184033	10.898659455147675	0.06512568220436488
kal-x-bible.txt.clean.txt	1250	1269	30367	0.041788783877235156	9.643105457347078	10.95095367966702	0.06463673552592719
kal-x-bible.txt.clean.txt	1300	1319	30001	0.04396520115996133	9.697744682412704	11.000416779462793	0.06439647175634111
