merge	sd_entropies	sd_ttrs	sd_crossentropies	sd_rs
3700.0	0.9197037700885377	0.033401236134735945	0.25598152490490395	0.05931768264805986
3750.0	0.9227042893410452	0.033939102634998816	0.25522778958375997	0.05923636884523941
3800.0	0.9256369916937952	0.034464552126694636	0.25534638346018806	0.059175062657515494
3850.0	0.9278091860886799	0.03489255848924167	0.25528628923935986	0.059103561574678214
3900.0	0.9299754934642405	0.03528605691127646	0.25556762479660644	0.05904183599957965
3950.0	0.932318909602252	0.03571083970474751	0.25594313868271457	0.05898657363568733
4000.0	0.9346012069717117	0.03611325713495833	0.2566326707507394	0.05895886975673619
4050.0	0.9368239402215247	0.0365625602870374	0.25708198176948893	0.058913850233329824
4100.0	0.9388013558408235	0.037021070422856385	0.25716860246234535	0.05884734281293447
4150.0	0.9407613152823329	0.037527404572017024	0.25710355204509333	0.05876318924673622
4200.0	0.9424912568431136	0.037986229704838524	0.2567319848536628	0.05867652244016235
4250.0	0.9445965029054936	0.03840007560312682	0.25634999709347744	0.05864535859838865
4300.0	0.9465348011057931	0.03885883654057118	0.2560860045940365	0.05858118084332809
4350.0	0.9483606724158069	0.03930881037620234	0.25585467466218204	0.05852212813565105
4400.0	0.9505938927722072	0.03979505510510948	0.25566399828487407	0.05847938105666907
4450.0	0.9527370460006589	0.04026911989000739	0.25568967076538385	0.05844959082778093
4500.0	0.9545160354969183	0.040684392505396585	0.2558298520778312	0.058411471080274134
4550.0	0.9563884778082103	0.041127196509341976	0.2559852081161433	0.05837488682812228
4600.0	0.9581196996097683	0.04155913354936903	0.25628981502325604	0.05834555779180142
4650.0	0.9600716926070749	0.042001110351596746	0.25661531982577207	0.058335782543466955
4700.0	0.9622772160911712	0.04245522734003464	0.2565383228553977	0.058352229762360125
4750.0	0.9637372237286627	0.04280536084139149	0.25660122161910404	0.05834965918618396
4800.0	0.9649896234397859	0.043166971002010904	0.2566541383415766	0.05833873871592093
4850.0	0.9665672442750168	0.04352338030012711	0.2567570007344133	0.0583528758161152
4900.0	0.9675448512800335	0.04379217593612499	0.2567979425208507	0.058345131988102004
4950.0	0.9683778659564546	0.044012228327380436	0.25673462465840813	0.058348809527810255
5000.0	0.9693607693489797	0.04426400451079297	0.25674931480895474	0.05835413166991204
