file	merge_min	min_entropy	merge_max	max_entropy	initial_entropy	final_entropy
aey-x-bible.txt.clean.txt.measures.tsv	6000.0	9.274909419363066	6000.0	9.274909419363066	9.274909419363066	9.274909419363066
amp-x-bible.txt.clean.txt.measures.tsv	6000.0	10.09217532169609	6000.0	10.09217532169609	10.09217532169609	10.09217532169609
ape-x-bible.txt.clean.txt.measures.tsv	6000.0	9.196135062691468	6000.0	9.196135062691468	9.196135062691468	9.196135062691468
apu-x-bible.txt.clean.txt.measures.tsv	6000.0	9.791225399104112	6000.0	9.791225399104112	9.791225399104112	9.791225399104112
arn-x-bible.txt.clean.txt.measures.tsv	6000.0	8.682361526670757	6000.0	8.682361526670757	8.682361526670757	8.682361526670757
arz-x-bible.txt.clean.txt.measures.tsv	6000.0	10.851441450564089	6000.0	10.851441450564089	10.851441450564089	10.851441450564089
bsn-x-bible.txt.clean.txt.measures.tsv	6000.0	9.130727198982608	6000.0	9.130727198982608	9.130727198982608	9.130727198982608
cha-x-bible-2003.txt.clean.txt.measures.tsv	6000.0	8.850395974695545	6000.0	8.850395974695545	8.850395974695545	8.850395974695545
deu-x-bible-neue.txt.clean.txt.measures.tsv	6000.0	9.423723323650835	6000.0	9.423723323650835	9.423723323650835	9.423723323650835
dgz-x-bible.txt.clean.txt.measures.tsv	6000.0	9.099528847096032	6000.0	9.099528847096032	9.099528847096032	9.099528847096032
ell-x-bible-modern2009.txt.clean.txt.measures.tsv	6000.0	9.387856214982916	6000.0	9.387856214982916	9.387856214982916	9.387856214982916
eng-x-bible-kingjames.txt.clean.txt.measures.tsv	6000.0	8.376184147895929	6000.0	8.376184147895929	8.376184147895929	8.376184147895929
eus-x-bible-batua.txt.clean.txt.measures.tsv	6000.0	10.21439887901446	6000.0	10.21439887901446	10.21439887901446	10.21439887901446
fij-x-bible-1974.txt.clean.txt.measures.tsv	6000.0	7.259164733044718	6000.0	7.259164733044718	7.259164733044718	7.259164733044718
fin-x-bible-1992.txt.clean.txt.measures.tsv	6000.0	10.48489518969468	6000.0	10.48489518969468	10.48489518969468	10.48489518969468
fra-x-bible-perret.txt.clean.txt.measures.tsv	6000.0	9.169869790025878	6000.0	9.169869790025878	9.169869790025878	9.169869790025878
gug-x-bible.txt.clean.txt.measures.tsv	6000.0	9.552146052437184	6000.0	9.552146052437184	9.552146052437184	9.552146052437184
hae-x-bible.txt.clean.txt.measures.tsv	6000.0	10.051048985153573	6000.0	10.051048985153573	10.051048985153573	10.051048985153573
hau-x-bible.txt.clean.txt.measures.tsv	6000.0	8.545678128727584	6000.0	8.545678128727584	8.545678128727584	8.545678128727584
hin-x-bible-bsi.txt.clean.txt.measures.tsv	6000.0	8.699520102608535	6000.0	8.699520102608535	8.699520102608535	8.699520102608535
ind-x-bible-suciinjil.txt.clean.txt.measures.tsv	6000.0	9.182080650403412	6000.0	9.182080650403412	9.182080650403412	9.182080650403412
jac-x-bible.txt.clean.txt.measures.tsv	6000.0	8.665095442444823	6000.0	8.665095442444823	8.665095442444823	8.665095442444823
kal-x-bible.txt.clean.txt.measures.tsv	6000.0	11.407447227424099	6000.0	11.407447227424099	11.407447227424099	11.407447227424099
kat-x-bible.txt.clean.txt.measures.tsv	6000.0	9.78800859118497	6000.0	9.78800859118497	9.78800859118497	9.78800859118497
kew-x-bible.txt.clean.txt.measures.tsv	6000.0	9.161910273851479	6000.0	9.161910273851479	9.161910273851479	9.161910273851479
khk-x-bible.txt.clean.txt.measures.tsv	6000.0	10.239220736676035	6000.0	10.239220736676035	10.239220736676035	10.239220736676035
kor-x-bible-revised.txt.clean.txt.measures.tsv	6000.0	10.784926076124622	6000.0	10.784926076124622	10.784926076124622	10.784926076124622
laj-x-bible.txt.clean.txt.measures.tsv	6000.0	8.843887837821248	6000.0	8.843887837821248	8.843887837821248	8.843887837821248
mig-x-bible.txt.clean.txt.measures.tsv	6000.0	8.947416671532475	6000.0	8.947416671532475	8.947416671532475	8.947416671532475
mya-x-bible-common.txt.clean.txt.measures.tsv	6000.0	10.965227429507882	7000.0	11.084737376427158	10.965227429507882	11.084737376427158
mzh-x-bible.txt.clean.txt.measures.tsv	6000.0	8.533244444188101	6000.0	8.533244444188101	8.533244444188101	8.533244444188101
naq-x-bible.txt.clean.txt.measures.tsv	6000.0	8.677816363442389	6000.0	8.677816363442389	8.677816363442389	8.677816363442389
pes-x-bible-2007.txt.clean.txt.measures.tsv	6000.0	9.252575712916345	6000.0	9.252575712916345	9.252575712916345	9.252575712916345
plt-x-bible-romancatholic.txt.clean.txt.measures.tsv	6000.0	9.02988349502122	6000.0	9.02988349502122	9.02988349502122	9.02988349502122
qvi-x-bible.txt.clean.txt.measures.tsv	6000.0	10.268142559325248	6000.0	10.268142559325248	10.268142559325248	10.268142559325248
rus-x-bible-kulakov.txt.clean.txt.measures.tsv	6000.0	10.002324454930749	6000.0	10.002324454930749	10.002324454930749	10.002324454930749
sag-x-bible.txt.clean.txt.measures.tsv	6000.0	6.763994604793024	6000.0	6.763994604793024	6.763994604793024	6.763994604793024
spa-x-bible-reinavaleracontemporanea.txt.clean.txt.measures.tsv	6000.0	8.94675017062205	6000.0	8.94675017062205	8.94675017062205	8.94675017062205
swh-x-bible-union1997.txt.clean.txt.measures.tsv	6000.0	9.996750046671336	6000.0	9.996750046671336	9.996750046671336	9.996750046671336
tgl-x-bible-1996.txt.clean.txt.measures.tsv	6000.0	8.693524752423738	6000.0	8.693524752423738	8.693524752423738	8.693524752423738
tha-x-bible-standard2011.txt.clean.txt.measures.tsv	6000.0	8.525185790642716	6000.0	8.525185790642716	8.525185790642716	8.525185790642716
tur-x-bible-2009.txt.clean.txt.measures.tsv	6000.0	10.908772172926547	6000.0	10.908772172926547	10.908772172926547	10.908772172926547
vie-x-bible-2002.txt.clean.txt.measures.tsv	6000.0	8.872753290319103	6000.0	8.872753290319103	8.872753290319103	8.872753290319103
xsu-x-bible.txt.clean.txt.measures.tsv	6000.0	7.512045120028951	6000.0	7.512045120028951	7.512045120028951	7.512045120028951
yad-x-bible.txt.clean.txt.measures.tsv	6000.0	10.41033999778092	6000.0	10.41033999778092	10.41033999778092	10.41033999778092
yaq-x-bible.txt.clean.txt.measures.tsv	6000.0	9.307076971704237	6000.0	9.307076971704237	9.307076971704237	9.307076971704237
yor-x-bible-2010.txt.clean.txt.measures.tsv	6000.0	8.032706384176489	6000.0	8.032706384176489	8.032706384176489	8.032706384176489
