file	merge_min	min_ttr	merge_max	max_ttr	initial_ttr	final_ttr
hae-x-bible.txt.clean.txt.measures.tsv	6000.0	0.126780294186318	6000.0	0.126780294186318	0.126780294186318	0.126780294186318
hau-x-bible.txt.clean.txt.measures.tsv	6000.0	0.07852545793823071	6000.0	0.07852545793823071	0.07852545793823071	0.07852545793823071
hin-x-bible-bsi.txt.clean.txt.measures.tsv	6000.0	0.07397559146383037	6000.0	0.07397559146383037	0.07397559146383037	0.07397559146383037
ind-x-bible-suciinjil.txt.clean.txt.measures.tsv	6000.0	0.10175130009177119	6000.0	0.10175130009177119	0.10175130009177119	0.10175130009177119
jac-x-bible.txt.clean.txt.measures.tsv	6000.0	0.08179581795817958	6000.0	0.08179581795817958	0.08179581795817958	0.08179581795817958
kal-x-bible.txt.clean.txt.measures.tsv	6000.0	0.2387504046617028	6000.0	0.2387504046617028	0.2387504046617028	0.2387504046617028
kat-x-bible.txt.clean.txt.measures.tsv	6000.0	0.1591060855629257	6000.0	0.1591060855629257	0.1591060855629257	0.1591060855629257
kew-x-bible.txt.clean.txt.measures.tsv	6000.0	0.07756223516949153	6000.0	0.07756223516949153	0.07756223516949153	0.07756223516949153
khk-x-bible.txt.clean.txt.measures.tsv	6000.0	0.14430272108843537	6000.0	0.14430272108843537	0.14430272108843537	0.14430272108843537
kor-x-bible-revised.txt.clean.txt.measures.tsv	6000.0	0.18866358969040087	6000.0	0.18866358969040087	0.18866358969040087	0.18866358969040087
laj-x-bible.txt.clean.txt.measures.tsv	6000.0	0.08250332674704625	6000.0	0.08250332674704625	0.08250332674704625	0.08250332674704625
mig-x-bible.txt.clean.txt.measures.tsv	6000.0	0.10050949513663733	6000.0	0.10050949513663733	0.10050949513663733	0.10050949513663733
mya-x-bible-common.txt.clean.txt.measures.tsv	6000.0	0.18317693226411874	7000.0	0.21328054705776497	0.18317693226411874	0.21328054705776497
mzh-x-bible.txt.clean.txt.measures.tsv	6000.0	0.09594628740569613	6000.0	0.09594628740569613	0.09594628740569613	0.09594628740569613
naq-x-bible.txt.clean.txt.measures.tsv	6000.0	0.09181775070222158	6000.0	0.09181775070222158	0.09181775070222158	0.09181775070222158
pes-x-bible-2007.txt.clean.txt.measures.tsv	6000.0	0.10600508525276697	6000.0	0.10600508525276697	0.10600508525276697	0.10600508525276697
plt-x-bible-romancatholic.txt.clean.txt.measures.tsv	6000.0	0.101373701210258	6000.0	0.101373701210258	0.101373701210258	0.101373701210258
qvi-x-bible.txt.clean.txt.measures.tsv	6000.0	0.133031953943047	6000.0	0.133031953943047	0.133031953943047	0.133031953943047
rus-x-bible-kulakov.txt.clean.txt.measures.tsv	6000.0	0.1436793093801207	6000.0	0.1436793093801207	0.1436793093801207	0.1436793093801207
sag-x-bible.txt.clean.txt.measures.tsv	6000.0	0.024035929139752155	6000.0	0.024035929139752155	0.024035929139752155	0.024035929139752155
spa-x-bible-reinavaleracontemporanea.txt.clean.txt.measures.tsv	6000.0	0.09973065712282773	6000.0	0.09973065712282773	0.09973065712282773	0.09973065712282773
swh-x-bible-union1997.txt.clean.txt.measures.tsv	6000.0	0.13998741468609321	6000.0	0.13998741468609321	0.13998741468609321	0.13998741468609321
tgl-x-bible-1996.txt.clean.txt.measures.tsv	6000.0	0.09432163288367823	6000.0	0.09432163288367823	0.09432163288367823	0.09432163288367823
tha-x-bible-standard2011.txt.clean.txt.measures.tsv	6000.0	0.05749683319430284	6000.0	0.05749683319430284	0.05749683319430284	0.05749683319430284
tur-x-bible-2009.txt.clean.txt.measures.tsv	6000.0	0.18824171327240485	6000.0	0.18824171327240485	0.18824171327240485	0.18824171327240485
vie-x-bible-2002.txt.clean.txt.measures.tsv	6000.0	0.059001569389432774	6000.0	0.059001569389432774	0.059001569389432774	0.059001569389432774
xsu-x-bible.txt.clean.txt.measures.tsv	6000.0	0.03784580460451643	6000.0	0.03784580460451643	0.03784580460451643	0.03784580460451643
yad-x-bible.txt.clean.txt.measures.tsv	6000.0	0.1651021111919997	6000.0	0.1651021111919997	0.1651021111919997	0.1651021111919997
yaq-x-bible.txt.clean.txt.measures.tsv	6000.0	0.08995207581713424	6000.0	0.08995207581713424	0.08995207581713424	0.08995207581713424
yor-x-bible-2010.txt.clean.txt.measures.tsv	6000.0	0.05466205211726385	6000.0	0.05466205211726385	0.05466205211726385	0.05466205211726385
