file	merge_min	min_ttr	merge_max	max_ttr	initial_ttr	final_ttr
aey-x-bible.txt.clean.txt.measures.tsv	6000.0	0.09382806515005163	6000.0	0.09382806515005163	0.09382806515005163	0.09382806515005163
amp-x-bible.txt.clean.txt.measures.tsv	6000.0	0.12025064084306465	6000.0	0.12025064084306465	0.12025064084306465	0.12025064084306465
ape-x-bible.txt.clean.txt.measures.tsv	6000.0	0.087734306202038	6000.0	0.087734306202038	0.087734306202038	0.087734306202038
apu-x-bible.txt.clean.txt.measures.tsv	6000.0	0.13090995485863627	6000.0	0.13090995485863627	0.13090995485863627	0.13090995485863627
arn-x-bible.txt.clean.txt.measures.tsv	6000.0	0.08774269081921364	6000.0	0.08774269081921364	0.08774269081921364	0.08774269081921364
arz-x-bible.txt.clean.txt.measures.tsv	6000.0	0.19685001675523003	6000.0	0.19685001675523003	0.19685001675523003	0.19685001675523003
bsn-x-bible.txt.clean.txt.measures.tsv	6000.0	0.09705898137712661	6000.0	0.09705898137712661	0.09705898137712661	0.09705898137712661
cha-x-bible-2003.txt.clean.txt.measures.tsv	6000.0	0.10130121518442843	6000.0	0.10130121518442843	0.10130121518442843	0.10130121518442843
deu-x-bible-neue.txt.clean.txt.measures.tsv	6000.0	0.1057632569528195	6000.0	0.1057632569528195	0.1057632569528195	0.1057632569528195
dgz-x-bible.txt.clean.txt.measures.tsv	6000.0	0.07332126930782654	6000.0	0.07332126930782654	0.07332126930782654	0.07332126930782654
ell-x-bible-modern2009.txt.clean.txt.measures.tsv	6000.0	0.12228417611997693	6000.0	0.12228417611997693	0.12228417611997693	0.12228417611997693
eng-x-bible-kingjames.txt.clean.txt.measures.tsv	6000.0	0.07334075963922528	6000.0	0.07334075963922528	0.07334075963922528	0.07334075963922528
eus-x-bible-batua.txt.clean.txt.measures.tsv	6000.0	0.15972022611861647	6000.0	0.15972022611861647	0.15972022611861647	0.15972022611861647
fij-x-bible-1974.txt.clean.txt.measures.tsv	6000.0	0.04199904750565543	6000.0	0.04199904750565543	0.04199904750565543	0.04199904750565543
fin-x-bible-1992.txt.clean.txt.measures.tsv	6000.0	0.17333096117066227	6000.0	0.17333096117066227	0.17333096117066227	0.17333096117066227
fra-x-bible-perret.txt.clean.txt.measures.tsv	6000.0	0.10548836551382701	6000.0	0.10548836551382701	0.10548836551382701	0.10548836551382701
gug-x-bible.txt.clean.txt.measures.tsv	6000.0	0.12762290490757897	6000.0	0.12762290490757897	0.12762290490757897	0.12762290490757897
