merge	sd_entropies	sd_ttrs	sd_crossentropies	sd_rs
0.0	0.580202471593192	0.0033108698261670945	1.2276436189368718	0.04114996173246206
1.0	0.561049634974283	0.0033418664750775933	1.2144498318413768	0.03871468552560764
2.0	0.5478803189700959	0.0033664204971550916	1.2048644588160622	0.03866905808868628
3.0	0.5369776244042384	0.0033892630000145825	1.195708265667953	0.03803078609410958
4.0	0.5269421148971135	0.0034106209868588365	1.1809235115222068	0.03650717353926083
5.0	0.520180919146451	0.0034322435952175794	1.1689805824083352	0.0353467466150818
6.0	0.5116888707699052	0.0034540964167652176	1.1579008090293972	0.034389562880568506
7.0	0.5094500460138379	0.0034756102332211434	1.1344387593098744	0.03362951922075028
8.0	0.5004360300817463	0.0034960046846131162	1.1246699839801773	0.03332708000964659
9.0	0.4931390519458282	0.0035163882887116133	1.1136540940000057	0.03284218716231481
10.0	0.486759899285254	0.0035344820617748403	1.103257883146117	0.03230438646840545
11.0	0.4830323429990232	0.003551581558886178	1.0953342297617619	0.03193544011032121
12.0	0.48052117045583087	0.0035676584548504356	1.0858571161674353	0.031323824026463595
13.0	0.4733613216358098	0.0035837814352802245	1.076826481854717	0.030917620003595964
14.0	0.4694679560933551	0.0035976437883818557	1.066636062525158	0.030230682982568764
15.0	0.4664237141385977	0.003611308837763059	1.060651983758045	0.030819489905490643
16.0	0.46241421168962243	0.003624469620668919	1.0555512457115004	0.031034755109790316
17.0	0.45758089628464726	0.0036375167581084097	1.0469876304927068	0.030539512495546546
18.0	0.4555897238957404	0.00365025136862176	1.038400521631071	0.03051585385195223
19.0	0.4518964719539235	0.0036629724303538116	1.0313897283632412	0.030408780752378458
20.0	0.4489271377835036	0.003675401037962836	1.0196174262141284	0.02956792447225965
21.0	0.44599607160024435	0.003687815811879768	1.012354930351415	0.02934691237928272
22.0	0.4439208428114863	0.0037003380689781843	1.0044548054161209	0.02913355596207347
23.0	0.44011467376991714	0.003712514723973457	0.9964619182750893	0.028708981586487266
24.0	0.4384199547902076	0.003724799321455383	0.9911153247320351	0.028988481090812455
25.0	0.4360917397476784	0.0037370254061234094	0.9841581101506024	0.02882180305493247
26.0	0.43195504846821403	0.003748932091810531	0.9764030306968627	0.028372082249515557
27.0	0.42834385655868057	0.0037609611375188905	0.9689630403959869	0.027907498413464103
28.0	0.42543751050423223	0.0037729372499911646	0.96206768706801	0.027456143076951132
29.0	0.42195547548508894	0.0037849239702789205	0.9560062987036547	0.02720603214125117
30.0	0.41738231087269345	0.003796868013498725	0.9492411022208018	0.026888564234193946
31.0	0.41529260755569786	0.0038050368265368038	0.9433065224339049	0.026528202546694496
32.0	0.4135914851966612	0.003816992005443884	0.9367538378822753	0.02636500711371185
