file	merge	types	tokens	TTR	entropy	redundancy
tgl-x-bible-1996.txt.clean.txt	0	52	127995	0.0004062658697605375	4.343692691670558	0.23800743338322117
tgl-x-bible-1996.txt.clean.txt	1	53	121901	0.0004347790420094995	4.411821994694793	0.22976898340477547
tgl-x-bible-1996.txt.clean.txt	2	54	118556	0.0004554809541482506	4.520331157797296	0.21452310647289952
tgl-x-bible-1996.txt.clean.txt	3	55	115847	0.00047476412854886185	4.636202149280172	0.19807754939820754
tgl-x-bible-1996.txt.clean.txt	4	56	113226	0.0004945860491406567	4.715782330006481	0.1879638160059912
tgl-x-bible-1996.txt.clean.txt	5	57	110830	0.0005143011819904358	4.796329025055091	0.17770967506543722
tgl-x-bible-1996.txt.clean.txt	6	58	108936	0.0005324227069104795	4.857344941749731	0.17081585860557225
tgl-x-bible-1996.txt.clean.txt	7	59	107093	0.0005509230295164016	4.916046314491555	0.1643133412582537
tgl-x-bible-1996.txt.clean.txt	8	60	105452	0.0005689792512233053	4.980545174579215	0.1568245434777471
tgl-x-bible-1996.txt.clean.txt	9	61	103843	0.0005874252477297458	5.054145447090089	0.1478048749387062
tgl-x-bible-1996.txt.clean.txt	10	62	102521	0.0006047541479306678	5.107708305483776	0.14216662682525805
tgl-x-bible-1996.txt.clean.txt	11	63	101272	0.0006220870526897859	5.161030202946356	0.13655872420236537
tgl-x-bible-1996.txt.clean.txt	12	64	100048	0.0006396929473852551	5.208874028956497	0.13185432850725043
tgl-x-bible-1996.txt.clean.txt	13	65	98873	0.0006574089994235029	5.256256874480544	0.12721091808616358
tgl-x-bible-1996.txt.clean.txt	14	66	97733	0.0006753092609456376	5.295578367564578	0.12388599039159842
tgl-x-bible-1996.txt.clean.txt	15	67	96737	0.0006925995224164488	5.3353453008232	0.1204637562507429
tgl-x-bible-1996.txt.clean.txt	16	68	95793	0.0007098639775348929	5.333610943775063	0.12383679656604496
tgl-x-bible-1996.txt.clean.txt	17	69	94861	0.0007273800613529269	5.37205515301687	0.12056419008752506
tgl-x-bible-1996.txt.clean.txt	18	70	94022	0.0007445066048371657	5.40953054136451	0.11742849426117785
tgl-x-bible-1996.txt.clean.txt	19	71	93188	0.0007619006739065116	5.449265011292454	0.11390421339286672
tgl-x-bible-1996.txt.clean.txt	20	72	92369	0.0007794822938431725	5.479634636812938	0.11187986312119003
tgl-x-bible-1996.txt.clean.txt	21	73	91556	0.0007973262265717157	5.512812795284807	0.10937495193203162
tgl-x-bible-1996.txt.clean.txt	22	74	90777	0.000815184463024775	5.538932450684012	0.10798388770522993
tgl-x-bible-1996.txt.clean.txt	23	75	90019	0.0008331574445394861	5.571074699102756	0.10559690754793194
tgl-x-bible-1996.txt.clean.txt	24	76	89318	0.0008508923173380506	5.598922443045924	0.10387525607510728
tgl-x-bible-1996.txt.clean.txt	25	77	88622	0.0008688587483920471	5.621056039897736	0.1030401301534618
tgl-x-bible-1996.txt.clean.txt	26	78	87953	0.0008868372880970519	5.646850954286475	0.10159274495743575
tgl-x-bible-1996.txt.clean.txt	27	79	87374	0.0009041591320072332	5.678601052895954	0.09917535527578991
tgl-x-bible-1996.txt.clean.txt	28	80	86796	0.0009217014608968155	5.709307809949538	0.09690402607287807
tgl-x-bible-1996.txt.clean.txt	29	81	86243	0.000939206660250687	5.730033225032453	0.0961878873435027
tgl-x-bible-1996.txt.clean.txt	30	82	85716	0.0009566475337159923	5.756467670858521	0.09454650678798049
tgl-x-bible-1996.txt.clean.txt	31	83	85195	0.000974235577205235	5.754477843955089	0.09734239200787531
tgl-x-bible-1996.txt.clean.txt	32	84	84677	0.0009920049127862347	5.777600774092733	0.09616491297749241
tgl-x-bible-1996.txt.clean.txt	33	85	84163	0.0010099449877024346	5.801302906648381	0.09487454198819001
tgl-x-bible-1996.txt.clean.txt	34	86	83671	0.001027835211722102	5.7941055638678725	0.09837117127358852
tgl-x-bible-1996.txt.clean.txt	35	87	83180	0.001045924501081991	5.790005741621879	0.10134153041192195
tgl-x-bible-1996.txt.clean.txt	36	88	82697	0.0010641256635669975	5.813872781819928	0.09994050172382796
tgl-x-bible-1996.txt.clean.txt	37	89	82215	0.0010825275193091285	5.836798307964846	0.09866606305105441
tgl-x-bible-1996.txt.clean.txt	38	90	81741	0.0011010386464564907	5.858173715884336	0.09761147873225984
tgl-x-bible-1996.txt.clean.txt	39	91	81269	0.00111973815353948	5.876122466743196	0.09706393768999055
tgl-x-bible-1996.txt.clean.txt	40	92	80814	0.0011384166109832455	5.901154478105978	0.09540914643619514
tgl-x-bible-1996.txt.clean.txt	41	93	80381	0.0011569898359064953	5.923360806143105	0.09417082881040806
tgl-x-bible-1996.txt.clean.txt	42	94	79949	0.0011757495403319617	5.944151892261057	0.09313123572355575
tgl-x-bible-1996.txt.clean.txt	43	95	79525	0.0011945928953159383	5.967851969382671	0.09163118260695147
tgl-x-bible-1996.txt.clean.txt	44	96	79124	0.0012132854759617814	5.981279489652139	0.0916759983071892
tgl-x-bible-1996.txt.clean.txt	45	97	78737	0.001231949401170987	5.995884581057355	0.09152064210132893
tgl-x-bible-1996.txt.clean.txt	46	98	78368	0.00125051041241323	6.011144989377835	0.09124585491445802
tgl-x-bible-1996.txt.clean.txt	47	99	77999	0.001269247041628739	6.033111441949243	0.08994012727033018
tgl-x-bible-1996.txt.clean.txt	48	100	77635	0.001288078830424422	6.049737175276881	0.08942382217908729
tgl-x-bible-1996.txt.clean.txt	49	101	77273	0.0013070542103969045	6.0678923271765814	0.08866031923204065
tgl-x-bible-1996.txt.clean.txt	50	102	76918	0.0013260875217764373	6.087452250054237	0.08767023412575448
tgl-x-bible-1996.txt.clean.txt	51	103	76573	0.0013451216486228827	6.106079615333045	0.08680488537921105
tgl-x-bible-1996.txt.clean.txt	52	104	76232	0.001364256480218281	6.129530569072708	0.08520472880648067
tgl-x-bible-1996.txt.clean.txt	53	105	75891	0.0013835632683717436	6.146710165272439	0.08452704788652998
tgl-x-bible-1996.txt.clean.txt	54	106	75552	0.0014030072003388394	6.163899834776531	0.0838328311988471
tgl-x-bible-1996.txt.clean.txt	55	107	75214	0.0014226074932858245	6.179971479500896	0.08328981036811367
tgl-x-bible-1996.txt.clean.txt	56	108	74882	0.0014422691701610534	6.184025492166139	0.08451095740891201
tgl-x-bible-1996.txt.clean.txt	57	109	74550	0.0014621059691482226	6.194373420878277	0.08478062599418956
tgl-x-bible-1996.txt.clean.txt	58	110	74232	0.0014818407155943528	6.213727259322006	0.08370481410543296
tgl-x-bible-1996.txt.clean.txt	59	111	73923	0.001501562436589424	6.227877379566645	0.0833829571117789
tgl-x-bible-1996.txt.clean.txt	60	112	73620	0.0015213257267047	6.238090316543327	0.08362493391812298
tgl-x-bible-1996.txt.clean.txt	61	113	73330	0.0015409791354152461	6.249373794952857	0.08369357616683348
tgl-x-bible-1996.txt.clean.txt	62	114	73045	0.0015606817715107125	6.260935987746976	0.08370601974158687
